event_id,event_ts,device_id,site_id,temperature_c,battery_pct,signal_strength,alert_flag,alert_type,site_id_device,device_type,status,site_name,city,region,event_date,event_hour
E004519,2026-05-09 07:22:09,D0033,S005,13.0,40.0,-66.0,0,,S005,gateway,active,Facility 5,Boston,North,2026-05-09,2026-05-09 07:00:00
E013108,2026-05-05 04:04:23,D0156,S006,15.9,52.7,-56.0,0,,S006,camera,inactive,Facility 6,Boston,East,2026-05-05,2026-05-05 04:00:00
E002659,2026-05-06 17:36:04,D0119,S011,23.6,81.8,-55.0,0,,S011,temperature_sensor,inactive,Facility 11,Seattle,North,2026-05-06,2026-05-06 17:00:00
E005460,2026-05-08 20:03:10,D0110,S003,12.1,82.9,-63.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-08,2026-05-08 20:00:00
E006061,2026-05-07 15:13:40,D0002,S004,17.9,,-48.0,0,,S004,gateway,inactive,Facility 4,Denver,West,2026-05-07,2026-05-07 15:00:00
E006000,2026-05-04 22:21:23,D0044,S013,24.4,48.8,-78.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-04,2026-05-04 22:00:00
E014874,2026-05-05 01:27:35,D0082,S010,26.9,15.7,-53.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 01:00:00
E000693,2026-05-03 19:30:38,D0051,S005,23.2,78.5,-62.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-03,2026-05-03 19:00:00
E003306,2026-05-07 04:46:55,D0100,S001,12.5,77.9,-36.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 04:00:00
E014375,2026-05-04 02:52:10,D0134,S014,26.2,26.7,,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-04,2026-05-04 02:00:00
E001896,2026-05-06 18:17:20,D0050,S003,24.8,49.6,-68.0,0,,S003,temperature_sensor,active,Facility 3,Portland,West,2026-05-06,2026-05-06 18:00:00
E002033,2026-05-08 16:25:32,D0175,S010,15.7,77.7,-53.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-08,2026-05-08 16:00:00
E006101,2026-05-07 08:05:45,D0141,S010,21.0,75.8,-56.0,0,,S010,gateway,inactive,Facility 10,Portland,West,2026-05-07,2026-05-07 08:00:00
E008903,2026-05-04 02:24:09,D0100,S001,22.4,97.7,-63.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 02:00:00
E014584,2026-05-05 03:49:25,D0135,S013,13.2,59.8,-72.0,0,,S013,camera,active,Facility 13,Miami,South,2026-05-05,2026-05-05 03:00:00
E011269,2026-05-02 15:19:30,D0031,S002,23.1,16.6,-71.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-02,2026-05-02 15:00:00
E007166,2026-05-02 16:50:11,D0044,S013,19.2,,-94.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-02,2026-05-02 16:00:00
E004216,2026-05-04 17:11:23,D0081,S002,12.0,11.2,-63.0,0,,S002,gateway,active,Facility 2,Denver,North,2026-05-04,2026-05-04 17:00:00
E001101,2026-05-05 10:27:05,D0028,S013,16.1,7.6,-67.0,0,,S013,gateway,inactive,Facility 13,Miami,South,2026-05-05,2026-05-05 10:00:00
E014773,2026-05-08 02:26:06,D0094,S004,23.2,14.7,-67.0,0,,S004,temperature_sensor,maintenance,Facility 4,Denver,West,2026-05-08,2026-05-08 02:00:00
E000632,2026-05-08 23:51:40,D0141,S010,20.5,3.0,-74.0,0,,S010,gateway,inactive,Facility 10,Portland,West,2026-05-08,2026-05-08 23:00:00
E010001,2026-05-08 17:23:10,D0046,S009,12.9,67.6,-87.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-08,2026-05-08 17:00:00
E012691,2026-05-03 03:09:19,D0001,S001,19.5,70.5,-79.0,0,,S001,gateway,active,Facility 1,Seattle,North,2026-05-03,2026-05-03 03:00:00
E012942,2026-05-03 14:07:49,D0108,S002,21.1,38.9,-86.0,1,temp_high,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-03,2026-05-03 14:00:00
E007632,2026-05-09 12:32:37,D0127,S006,19.4,85.1,-37.0,0,,S006,motion_sensor,active,Facility 6,Boston,East,2026-05-09,2026-05-09 12:00:00
E010988,2026-05-08 08:11:37,D0074,S008,20.6,39.8,-53.0,1,offline,S008,camera,inactive,Facility 8,Denver,East,2026-05-08,2026-05-08 08:00:00
E001502,2026-05-09 00:40:34,D0166,S007,22.4,8.4,-56.0,1,temp_high,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-09,2026-05-09 00:00:00
E005644,2026-05-07 05:18:53,D0016,S001,27.5,15.8,-63.0,0,,S001,gateway,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 05:00:00
E011351,2026-05-08 13:35:28,D0027,S014,30.0,18.3,-68.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-08,2026-05-08 13:00:00
E013190,2026-05-03 18:20:04,D0012,S012,14.9,,-70.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-03,2026-05-03 18:00:00
E010043,2026-05-05 23:17:40,D0095,S001,26.6,38.5,-63.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-05,2026-05-05 23:00:00
E008876,2026-05-07 12:00:53,D0174,S013,29.3,66.6,,0,,S013,temperature_sensor,inactive,Facility 13,Miami,South,2026-05-07,2026-05-07 12:00:00
E014370,2026-05-07 23:43:14,D0143,S001,16.3,47.7,-53.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-07,2026-05-07 23:00:00
E011596,2026-05-08 19:40:42,D0085,S006,21.0,15.7,-78.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-08,2026-05-08 19:00:00
E009232,2026-05-06 12:33:43,D0170,S014,22.6,81.5,-75.0,1,battery_low,S014,gateway,active,Facility 14,Seattle,East,2026-05-06,2026-05-06 12:00:00
E008777,2026-05-04 00:29:44,D0118,S013,15.3,75.4,-79.0,1,motion_detected,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-04,2026-05-04 00:00:00
E001837,2026-05-05 23:20:28,D0126,S012,18.4,17.4,-37.0,0,,S012,motion_sensor,maintenance,Facility 12,Miami,East,2026-05-05,2026-05-05 23:00:00
E011204,2026-05-02 18:44:29,D0115,S008,19.9,21.0,-61.0,0,,S008,gateway,inactive,Facility 8,Denver,East,2026-05-02,2026-05-02 18:00:00
E014179,2026-05-08 18:32:34,D0007,S007,15.5,93.3,-83.0,0,,S007,gateway,active,Facility 7,Denver,North,2026-05-08,2026-05-08 18:00:00
E010650,2026-05-07 20:14:04,D0125,S001,28.4,22.9,-45.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 20:00:00
E014158,2026-05-03 19:30:57,D0004,S012,26.2,75.8,-58.0,0,,S012,camera,active,Facility 12,Miami,East,2026-05-03,2026-05-03 19:00:00
E005291,2026-05-07 11:41:28,D0041,S009,16.5,58.6,-53.0,0,,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 11:00:00
E008818,2026-05-07 08:57:08,D0065,S009,25.9,90.3,-50.0,1,motion_detected,S009,gateway,maintenance,Facility 9,Seattle,East,2026-05-07,2026-05-07 08:00:00
E003344,2026-05-05 01:14:19,D0059,S010,12.7,16.9,-39.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 01:00:00
E004652,2026-05-08 10:51:37,D0042,S004,20.8,99.7,-43.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-08,2026-05-08 10:00:00
E005202,2026-05-06 22:17:44,D0164,S006,16.3,15.1,-70.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-06,2026-05-06 22:00:00
E013556,2026-05-07 21:40:12,D0095,S001,21.4,48.7,-64.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 21:00:00
E009970,2026-05-06 10:31:02,D0093,S007,31.0,,-84.0,0,,S007,temperature_sensor,maintenance,Facility 7,Denver,North,2026-05-06,2026-05-06 10:00:00
E003139,2026-05-06 07:16:18,D0078,S001,12.5,39.7,-82.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-06,2026-05-06 07:00:00
E004309,2026-05-07 09:21:44,D0004,S012,19.8,13.8,-71.0,0,,S012,camera,active,Facility 12,Miami,East,2026-05-07,2026-05-07 09:00:00
E011473,2026-05-04 04:55:38,D0145,S011,21.9,4.7,-59.0,0,,S011,motion_sensor,active,Facility 11,Seattle,North,2026-05-04,2026-05-04 04:00:00
E013275,2026-05-04 03:38:55,D0106,S004,23.9,,-86.0,1,temp_high,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-04,2026-05-04 03:00:00
E001265,2026-05-08 13:07:10,D0166,S007,16.4,51.5,-92.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-08,2026-05-08 13:00:00
E007831,2026-05-03 07:33:50,D0032,S003,27.1,95.3,-50.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-03,2026-05-03 07:00:00
E002764,2026-05-06 23:48:59,D0147,S012,21.8,55.4,-88.0,1,battery_low,S012,motion_sensor,active,Facility 12,Miami,East,2026-05-06,2026-05-06 23:00:00
E004871,2026-05-07 15:42:19,D0143,S001,22.9,63.0,-39.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-07,2026-05-07 15:00:00
E002623,2026-05-05 23:13:50,D0126,S012,24.4,87.2,-58.0,0,,S012,motion_sensor,maintenance,Facility 12,Miami,East,2026-05-05,2026-05-05 23:00:00
E013934,2026-05-03 02:24:41,D0154,S011,24.8,0.8,-86.0,0,,S011,temperature_sensor,active,Facility 11,Seattle,North,2026-05-03,2026-05-03 02:00:00
E012031,2026-05-04 17:19:07,D0091,S005,20.4,4.7,-36.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-04,2026-05-04 17:00:00
E014632,2026-05-05 08:49:55,D0116,S012,15.4,30.7,-94.0,1,battery_low,S012,temperature_sensor,inactive,Facility 12,Miami,East,2026-05-05,2026-05-05 08:00:00
E000921,2026-05-03 23:09:29,D0010,S006,20.1,8.6,-56.0,0,,S006,temperature_sensor,inactive,Facility 6,Boston,East,2026-05-03,2026-05-03 23:00:00
E006914,2026-05-07 22:02:23,D0006,S009,30.9,66.8,-90.0,0,,S009,temperature_sensor,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 22:00:00
E010003,2026-05-06 21:33:04,D0110,S003,13.1,16.6,-42.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-06,2026-05-06 21:00:00
E011422,2026-05-07 08:16:57,D0174,S013,30.2,99.1,-39.0,0,,S013,temperature_sensor,inactive,Facility 13,Miami,South,2026-05-07,2026-05-07 08:00:00
E000482,2026-05-05 18:12:54,D0056,S001,16.4,78.1,-59.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-05,2026-05-05 18:00:00
E006858,2026-05-07 18:03:30,D0103,S009,16.4,91.3,-42.0,0,,S009,motion_sensor,inactive,Facility 9,Seattle,East,2026-05-07,2026-05-07 18:00:00
E009058,2026-05-07 05:31:07,D0037,S007,11.0,41.6,-44.0,0,,S007,camera,active,Facility 7,Denver,North,2026-05-07,2026-05-07 05:00:00
E008520,2026-05-08 07:47:59,D0121,S005,13.5,20.2,,0,,S005,motion_sensor,maintenance,Facility 5,Boston,North,2026-05-08,2026-05-08 07:00:00
E009858,2026-05-05 21:25:01,D0172,S007,13.7,65.8,-73.0,1,battery_low,S007,gateway,maintenance,Facility 7,Denver,North,2026-05-05,2026-05-05 21:00:00
E013547,2026-05-04 15:23:09,D0165,S009,23.1,9.8,-85.0,0,,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-04,2026-05-04 15:00:00
E008405,2026-05-05 00:53:59,D0095,S001,23.4,16.3,-38.0,1,offline,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-05,2026-05-05 00:00:00
E006030,2026-05-08 01:06:44,D0031,S002,25.9,27.8,-89.0,0,,S002,camera,active,Facility 2,Denver,North,2026-05-08,2026-05-08 01:00:00
E000810,2026-05-06 00:36:29,D0027,S014,24.4,6.0,-94.0,1,motion_detected,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-06,2026-05-06 00:00:00
E011308,2026-05-02 14:32:42,D0026,S003,14.1,71.3,-92.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-02,2026-05-02 14:00:00
E002695,2026-05-05 00:46:45,D0007,S007,17.1,,-46.0,0,,S007,gateway,active,Facility 7,Denver,North,2026-05-05,2026-05-05 00:00:00
E006489,2026-05-07 06:57:14,D0164,S006,13.3,92.0,-54.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-07,2026-05-07 06:00:00
E008463,2026-05-08 19:31:58,D0118,S013,26.8,45.3,-65.0,0,,S013,motion_sensor,active,Facility 13,Miami,South,2026-05-08,2026-05-08 19:00:00
E005950,2026-05-09 12:38:44,D0016,S001,20.5,74.4,-65.0,0,,S001,gateway,active,Facility 1,Seattle,North,2026-05-09,2026-05-09 12:00:00
E000099,2026-05-04 05:52:57,D0076,S014,20.4,,-55.0,0,,S014,camera,inactive,Facility 14,Seattle,East,2026-05-04,2026-05-04 05:00:00
E009359,2026-05-08 03:15:28,D0107,S012,23.6,78.7,-84.0,0,,S012,motion_sensor,active,Facility 12,Miami,East,2026-05-08,2026-05-08 03:00:00
E007524,2026-05-05 16:18:59,D0179,S008,23.6,72.4,-90.0,0,,S008,gateway,active,Facility 8,Denver,East,2026-05-05,2026-05-05 16:00:00
E003158,2026-05-05 08:39:54,D0093,S007,27.5,75.0,-49.0,0,,S007,temperature_sensor,maintenance,Facility 7,Denver,North,2026-05-05,2026-05-05 08:00:00
E014582,2026-05-09 11:09:41,D0041,S009,18.9,15.1,-65.0,1,offline,S009,motion_sensor,active,Facility 9,Seattle,East,2026-05-09,2026-05-09 11:00:00
E008835,2026-05-04 10:26:39,D0083,S001,27.5,54.8,-93.0,0,,S001,temperature_sensor,maintenance,Facility 1,Seattle,North,2026-05-04,2026-05-04 10:00:00
E001953,2026-05-08 09:27:51,D0135,S013,12.2,68.7,-59.0,0,,S013,camera,active,Facility 13,Miami,South,2026-05-08,2026-05-08 09:00:00
E002778,2026-05-03 21:19:05,D0139,S003,21.3,,-89.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-03,2026-05-03 21:00:00
E009960,2026-05-08 04:14:41,D0030,S001,14.5,78.5,-84.0,1,battery_low,S001,camera,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 04:00:00
E003017,2026-05-05 16:06:12,D0130,S004,13.9,26.8,-44.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-05,2026-05-05 16:00:00
E002089,2026-05-03 17:31:44,D0018,S013,12.2,83.1,-68.0,0,,S013,gateway,maintenance,Facility 13,Miami,South,2026-05-03,2026-05-03 17:00:00
E005422,2026-05-06 00:14:34,D0174,S013,31.7,30.8,-59.0,0,,S013,temperature_sensor,inactive,Facility 13,Miami,South,2026-05-06,2026-05-06 00:00:00
E000213,2026-05-08 11:03:56,D0097,S014,13.1,56.8,-78.0,0,,S014,motion_sensor,inactive,Facility 14,Seattle,East,2026-05-08,2026-05-08 11:00:00
E001815,2026-05-04 23:32:56,D0005,S010,29.2,22.2,-80.0,0,,S010,camera,active,Facility 10,Portland,West,2026-05-04,2026-05-04 23:00:00
E001506,2026-05-08 12:20:22,D0090,S002,29.5,56.3,-74.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-08,2026-05-08 12:00:00
E000544,2026-05-03 20:46:53,D0074,S008,13.8,76.5,-69.0,0,,S008,camera,inactive,Facility 8,Denver,East,2026-05-03,2026-05-03 20:00:00
E014531,2026-05-06 12:07:56,D0064,S004,22.1,32.4,-60.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-06,2026-05-06 12:00:00
E009837,2026-05-03 02:28:36,D0127,S006,18.4,19.7,-48.0,0,,S006,motion_sensor,active,Facility 6,Boston,East,2026-05-03,2026-05-03 02:00:00
E009868,2026-05-08 13:35:23,D0113,S011,22.7,91.1,-65.0,0,,S011,gateway,active,Facility 11,Seattle,North,2026-05-08,2026-05-08 13:00:00
E013441,2026-05-03 23:04:16,D0071,S010,18.8,10.9,-73.0,0,,S010,camera,active,Facility 10,Portland,West,2026-05-03,2026-05-03 23:00:00
E004911,2026-05-08 02:01:15,D0093,S007,22.7,99.2,-84.0,0,,S007,temperature_sensor,maintenance,Facility 7,Denver,North,2026-05-08,2026-05-08 02:00:00
E003336,2026-05-05 11:38:16,D0098,S011,16.6,79.7,-59.0,0,,S011,camera,active,Facility 11,Seattle,North,2026-05-05,2026-05-05 11:00:00
E009609,2026-05-05 16:13:05,D0127,S006,20.8,73.6,-77.0,0,,S006,motion_sensor,active,Facility 6,Boston,East,2026-05-05,2026-05-05 16:00:00
E000293,2026-05-03 13:16:28,D0125,S001,17.7,81.6,-62.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-03,2026-05-03 13:00:00
E013702,2026-05-07 08:16:02,D0023,S010,24.5,5.8,-80.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 08:00:00
E011854,2026-05-06 16:30:56,D0088,S011,25.8,64.9,-40.0,0,,S011,gateway,active,Facility 11,Seattle,North,2026-05-06,2026-05-06 16:00:00
E006473,2026-05-08 17:31:19,D0143,S001,12.2,60.8,-94.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-08,2026-05-08 17:00:00
E014919,2026-05-05 16:52:31,D0061,S006,21.1,98.0,-94.0,0,,S006,camera,active,Facility 6,Boston,East,2026-05-05,2026-05-05 16:00:00
E004607,2026-05-04 12:51:15,D0172,S007,12.7,39.6,-65.0,0,,S007,gateway,maintenance,Facility 7,Denver,North,2026-05-04,2026-05-04 12:00:00
E005364,2026-05-04 10:59:53,D0117,S008,12.5,,-48.0,0,,S008,gateway,active,Facility 8,Denver,East,2026-05-04,2026-05-04 10:00:00
E002855,2026-05-08 12:57:35,D0004,S012,14.0,29.2,,0,,S012,camera,active,Facility 12,Miami,East,2026-05-08,2026-05-08 12:00:00
E008387,2026-05-05 20:02:27,D0180,S010,30.7,72.6,-88.0,0,,S010,temperature_sensor,maintenance,Facility 10,Portland,West,2026-05-05,2026-05-05 20:00:00
E010926,2026-05-08 16:56:00,D0123,S001,19.3,76.3,-86.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 16:00:00
E010921,2026-05-03 08:06:02,D0051,S005,16.9,14.0,-83.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-03,2026-05-03 08:00:00
E006180,2026-05-05 16:58:32,D0130,S004,27.5,74.0,-35.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-05,2026-05-05 16:00:00
E008827,2026-05-09 03:43:55,D0045,S009,18.8,70.9,-86.0,1,motion_detected,S009,gateway,active,Facility 9,Seattle,East,2026-05-09,2026-05-09 03:00:00
E012521,2026-05-08 09:30:34,D0177,S001,27.3,50.4,-89.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-08,2026-05-08 09:00:00
E012775,2026-05-07 07:43:29,D0100,S001,16.4,80.1,-83.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 07:00:00
E001396,2026-05-06 01:23:42,D0106,S004,20.7,15.5,-80.0,0,,S004,motion_sensor,inactive,Facility 4,Denver,West,2026-05-06,2026-05-06 01:00:00
E011134,2026-05-05 09:34:48,D0047,S013,27.2,84.9,-58.0,1,battery_low,S013,camera,inactive,Facility 13,Miami,South,2026-05-05,2026-05-05 09:00:00
E013894,2026-05-05 12:49:18,D0059,S010,22.1,85.7,-63.0,0,,S010,motion_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 12:00:00
E007207,2026-05-07 18:42:53,D0052,S010,27.9,66.6,-90.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 18:00:00
E000916,2026-05-02 18:35:10,D0162,S003,16.1,81.9,-39.0,0,,S003,camera,active,Facility 3,Portland,West,2026-05-02,2026-05-02 18:00:00
E007123,2026-05-03 03:22:27,D0071,S010,23.3,67.9,-37.0,0,,S010,camera,active,Facility 10,Portland,West,2026-05-03,2026-05-03 03:00:00
E002619,2026-05-04 17:45:14,D0117,S008,14.0,53.0,-65.0,0,,S008,gateway,active,Facility 8,Denver,East,2026-05-04,2026-05-04 17:00:00
E008264,2026-05-07 18:22:45,D0033,S005,13.1,12.8,-58.0,0,,S005,gateway,active,Facility 5,Boston,North,2026-05-07,2026-05-07 18:00:00
E006391,2026-05-06 10:04:27,D0144,S007,25.0,2.1,-43.0,0,,S007,temperature_sensor,active,Facility 7,Denver,North,2026-05-06,2026-05-06 10:00:00
E000473,2026-05-03 06:17:20,D0094,S004,25.8,54.8,,1,motion_detected,S004,temperature_sensor,maintenance,Facility 4,Denver,West,2026-05-03,2026-05-03 06:00:00
E007305,2026-05-07 01:41:52,D0121,S005,22.6,25.5,-49.0,0,,S005,motion_sensor,maintenance,Facility 5,Boston,North,2026-05-07,2026-05-07 01:00:00
E005795,2026-05-06 17:41:14,D0067,S006,17.6,71.5,-58.0,0,,S006,gateway,active,Facility 6,Boston,East,2026-05-06,2026-05-06 17:00:00
E013306,2026-05-04 23:24:55,D0044,S013,24.8,78.5,-76.0,0,,S013,gateway,active,Facility 13,Miami,South,2026-05-04,2026-05-04 23:00:00
E003178,2026-05-09 08:20:25,D0104,S005,24.2,80.5,-66.0,0,,S005,temperature_sensor,active,Facility 5,Boston,North,2026-05-09,2026-05-09 08:00:00
E007186,2026-05-09 04:16:23,D0070,S008,22.2,15.3,-39.0,0,,S008,temperature_sensor,active,Facility 8,Denver,East,2026-05-09,2026-05-09 04:00:00
E001698,2026-05-03 23:57:29,D0058,S011,22.2,32.9,-47.0,1,battery_low,S011,camera,active,Facility 11,Seattle,North,2026-05-03,2026-05-03 23:00:00
E006896,2026-05-04 03:52:22,D0012,S012,15.5,60.6,-94.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-04,2026-05-04 03:00:00
E013193,2026-05-07 07:27:59,D0177,S001,12.8,35.8,-77.0,0,,S001,motion_sensor,active,Facility 1,Seattle,North,2026-05-07,2026-05-07 07:00:00
E010259,2026-05-04 11:57:18,D0049,S001,16.0,18.9,-67.0,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-04,2026-05-04 11:00:00
E006838,2026-05-04 14:39:56,D0021,S014,19.9,91.3,-72.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-04,2026-05-04 14:00:00
E013587,2026-05-07 17:05:30,D0046,S009,11.8,69.5,-68.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 17:00:00
E014176,2026-05-05 09:13:51,D0084,S010,22.0,48.9,-87.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-05,2026-05-05 09:00:00
E012206,2026-05-07 11:07:32,D0173,S009,14.0,52.5,-79.0,0,,S009,camera,active,Facility 9,Seattle,East,2026-05-07,2026-05-07 11:00:00
E010171,2026-05-06 22:59:10,D0125,S001,12.0,82.8,,0,,S001,camera,active,Facility 1,Seattle,North,2026-05-06,2026-05-06 22:00:00
E008568,2026-05-08 14:20:13,D0039,S013,15.8,35.5,-93.0,0,,S013,temperature_sensor,active,Facility 13,Miami,South,2026-05-08,2026-05-08 14:00:00
E008412,2026-05-03 08:52:14,D0151,S002,23.9,92.9,-41.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-03,2026-05-03 08:00:00
E013735,2026-05-09 10:39:36,D0068,S011,15.5,,-40.0,0,,S011,motion_sensor,active,Facility 11,Seattle,North,2026-05-09,2026-05-09 10:00:00
E012793,2026-05-09 10:08:25,D0047,S013,17.0,94.6,-95.0,0,,S013,camera,inactive,Facility 13,Miami,South,2026-05-09,2026-05-09 10:00:00
E013578,2026-05-06 10:16:46,D0068,S011,20.8,53.4,-78.0,0,,S011,motion_sensor,active,Facility 11,Seattle,North,2026-05-06,2026-05-06 10:00:00
E008778,2026-05-04 20:27:38,D0108,S002,21.1,3.6,-37.0,0,,S002,temperature_sensor,active,Facility 2,Denver,North,2026-05-04,2026-05-04 20:00:00
E000093,2026-05-03 21:11:32,D0153,S011,27.8,66.5,-79.0,0,,S011,gateway,active,Facility 11,Seattle,North,2026-05-03,2026-05-03 21:00:00
E006427,2026-05-04 18:02:00,D0172,S007,25.7,1.1,-72.0,0,,S007,gateway,maintenance,Facility 7,Denver,North,2026-05-04,2026-05-04 18:00:00
E010896,2026-05-03 08:18:07,D0126,S012,17.6,69.2,-47.0,0,,S012,motion_sensor,maintenance,Facility 12,Miami,East,2026-05-03,2026-05-03 08:00:00
E014029,2026-05-08 11:16:08,D0169,S003,14.6,31.1,-42.0,0,,S003,motion_sensor,active,Facility 3,Portland,West,2026-05-08,2026-05-08 11:00:00
E002464,2026-05-03 23:40:23,D0010,S006,27.0,12.2,,1,motion_detected,S006,temperature_sensor,inactive,Facility 6,Boston,East,2026-05-03,2026-05-03 23:00:00
E003704,2026-05-07 23:08:15,D0084,S010,30.2,40.2,-39.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-07,2026-05-07 23:00:00
E006662,2026-05-05 16:52:10,D0018,S013,18.0,86.5,-91.0,0,,S013,gateway,maintenance,Facility 13,Miami,South,2026-05-05,2026-05-05 16:00:00
E001181,2026-05-06 22:31:30,D0077,S005,22.1,80.4,-45.0,0,,S005,gateway,active,Facility 5,Boston,North,2026-05-06,2026-05-06 22:00:00
E010174,2026-05-07 03:56:42,D0073,S012,28.0,14.2,-62.0,0,,S012,temperature_sensor,active,Facility 12,Miami,East,2026-05-07,2026-05-07 03:00:00
E000917,2026-05-05 23:05:59,D0022,S004,16.2,,-35.0,0,,S004,motion_sensor,active,Facility 4,Denver,West,2026-05-05,2026-05-05 23:00:00
E004006,2026-05-08 12:21:08,D0086,S011,13.0,36.1,-76.0,1,motion_detected,S011,motion_sensor,inactive,Facility 11,Seattle,North,2026-05-08,2026-05-08 12:00:00
E001711,2026-05-05 16:23:52,D0080,S012,24.0,79.1,-44.0,0,,S012,camera,active,Facility 12,Miami,East,2026-05-05,2026-05-05 16:00:00
E009579,2026-05-06 14:40:06,D0134,S014,24.8,25.8,-63.0,0,,S014,temperature_sensor,active,Facility 14,Seattle,East,2026-05-06,2026-05-06 14:00:00
E013867,2026-05-07 04:07:29,D0143,S001,19.4,93.6,-57.0,0,,S001,motion_sensor,inactive,Facility 1,Seattle,North,2026-05-07,2026-05-07 04:00:00
E006464,2026-05-07 23:06:59,D0127,S006,21.3,12.3,-71.0,0,,S006,motion_sensor,active,Facility 6,Boston,East,2026-05-07,2026-05-07 23:00:00
E014359,2026-05-07 00:03:28,D0178,S012,18.2,61.4,-84.0,0,,S012,gateway,active,Facility 12,Miami,East,2026-05-07,2026-05-07 00:00:00
E014328,2026-05-02 18:37:34,D0175,S010,16.3,0.6,-52.0,0,,S010,temperature_sensor,active,Facility 10,Portland,West,2026-05-02,2026-05-02 18:00:00
E007624,2026-05-04 03:15:45,D0156,S006,11.3,1.9,-76.0,0,,S006,camera,inactive,Facility 6,Boston,East,2026-05-04,2026-05-04 03:00:00
E003348,2026-05-05 22:09:00,D0042,S004,12.6,99.5,-43.0,0,,S004,gateway,active,Facility 4,Denver,West,2026-05-05,2026-05-05 22:00:00
E010767,2026-05-02 20:45:00,D0099,S013,25.9,21.6,-75.0,0,,S013,gateway,inactive,Facility 13,Miami,South,2026-05-02,2026-05-02 20:00:00
